period,series,unit,value
2009,Utilities & Other Fuels,Per Cent,-13.6
2010,Utilities & Other Fuels,Per Cent,9.7
2011,Utilities & Other Fuels,Per Cent,7
2012,Utilities & Other Fuels,Per Cent,5.8
2013,Utilities & Other Fuels,Per Cent,-3.8
2014,Utilities & Other Fuels,Per Cent,-1.3
2015,Utilities & Other Fuels,Per Cent,-9.8
2016,Utilities & Other Fuels,Per Cent,-8.2
2017,Utilities & Other Fuels,Per Cent,8.7
2018,Utilities & Other Fuels,Per Cent,10.4
2019,Utilities & Other Fuels,Per Cent,-1.3
2020,Utilities & Other Fuels,Per Cent,-5.5
2021,Utilities & Other Fuels,Per Cent,1
2022,Utilities & Other Fuels,Per Cent,13.5
2023,Utilities & Other Fuels,Per Cent,2.7
2024,Utilities & Other Fuels,Per Cent,5.4
2025,Utilities & Other Fuels,Per Cent,-0.6
2016,Water Supply,Per Cent,0
2017,Water Supply,Per Cent,7.6
2018,Water Supply,Per Cent,14.9
2019,Water Supply,Per Cent,6.8
2020,Water Supply,Per Cent,0
2021,Water Supply,Per Cent,0
2022,Water Supply,Per Cent,0
2023,Water Supply,Per Cent,1
2024,Water Supply,Per Cent,6.3
2025,Water Supply,Per Cent,9.6
2016,Refuse Collection,Per Cent,0
2017,Refuse Collection,Per Cent,10.2
2018,Refuse Collection,Per Cent,0
2019,Refuse Collection,Per Cent,0
2020,Refuse Collection,Per Cent,0
2021,Refuse Collection,Per Cent,0
2022,Refuse Collection,Per Cent,16.7
2023,Refuse Collection,Per Cent,0.9
2024,Refuse Collection,Per Cent,2.9
2025,Refuse Collection,Per Cent,2
2016,Electricity,Per Cent,-13
2017,Electricity,Per Cent,9.3
2018,Electricity,Per Cent,10.4
2019,Electricity,Per Cent,-5.6
2020,Electricity,Per Cent,-9.2
2021,Electricity,Per Cent,0.7
2022,Electricity,Per Cent,21.6
2023,Electricity,Per Cent,4.4
2024,Electricity,Per Cent,5.2
2025,Electricity,Per Cent,-4.5
2016,Gas,Per Cent,-4.4
2017,Gas,Per Cent,7.6
2018,Gas,Per Cent,4.9
2019,Gas,Per Cent,0
2020,Gas,Per Cent,-3.7
2021,Gas,Per Cent,5.9
2022,Gas,Per Cent,9.7
2023,Gas,Per Cent,-1.4
2024,Gas,Per Cent,5.7
2025,Gas,Per Cent,-1.6
1962,Household Durables & Services,Per Cent,0.1
1963,Household Durables & Services,Per Cent,-2
1964,Household Durables & Services,Per Cent,0.2
1965,Household Durables & Services,Per Cent,2.4
1966,Household Durables & Services,Per Cent,6.9
1967,Household Durables & Services,Per Cent,6.3
1968,Household Durables & Services,Per Cent,2
1969,Household Durables & Services,Per Cent,-0.5
1970,Household Durables & Services,Per Cent,1.8
1971,Household Durables & Services,Per Cent,1
1972,Household Durables & Services,Per Cent,1
1973,Household Durables & Services,Per Cent,15.9
1974,Household Durables & Services,Per Cent,28.6
1975,Household Durables & Services,Per Cent,5.3
1976,Household Durables & Services,Per Cent,-0.8
1977,Household Durables & Services,Per Cent,2.3
1978,Household Durables & Services,Per Cent,2.2
1979,Household Durables & Services,Per Cent,4.5
1980,Household Durables & Services,Per Cent,6.4
1981,Household Durables & Services,Per Cent,4
1982,Household Durables & Services,Per Cent,2
1983,Household Durables & Services,Per Cent,0.8
1984,Household Durables & Services,Per Cent,0.1
1985,Household Durables & Services,Per Cent,0.9
1986,Household Durables & Services,Per Cent,0.3
1987,Household Durables & Services,Per Cent,0.7
1988,Household Durables & Services,Per Cent,1.4
1989,Household Durables & Services,Per Cent,1.7
1990,Household Durables & Services,Per Cent,3.7
1991,Household Durables & Services,Per Cent,0.9
1992,Household Durables & Services,Per Cent,2.4
1993,Household Durables & Services,Per Cent,1.7
1994,Household Durables & Services,Per Cent,0.9
1995,Household Durables & Services,Per Cent,4.9
1996,Household Durables & Services,Per Cent,0.6
1997,Household Durables & Services,Per Cent,-0.2
1998,Household Durables & Services,Per Cent,0.2
1999,Household Durables & Services,Per Cent,-0.1
2000,Household Durables & Services,Per Cent,-0.6
2001,Household Durables & Services,Per Cent,-0.4
2002,Household Durables & Services,Per Cent,-0.8
2003,Household Durables & Services,Per Cent,-0.5
2004,Household Durables & Services,Per Cent,-0.8
2005,Household Durables & Services,Per Cent,-3.2
2006,Household Durables & Services,Per Cent,-0.6
2007,Household Durables & Services,Per Cent,0.3
2008,Household Durables & Services,Per Cent,2.2
2009,Household Durables & Services,Per Cent,1.2
2010,Household Durables & Services,Per Cent,1
2011,Household Durables & Services,Per Cent,6.5
2012,Household Durables & Services,Per Cent,2.4
2013,Household Durables & Services,Per Cent,5
2014,Household Durables & Services,Per Cent,1.8
2015,Household Durables & Services,Per Cent,-0.6
2016,Household Durables & Services,Per Cent,1.8
2017,Household Durables & Services,Per Cent,1.1
2018,Household Durables & Services,Per Cent,0.7
2019,Household Durables & Services,Per Cent,0.8
2020,Household Durables & Services,Per Cent,0.3
2021,Household Durables & Services,Per Cent,1.5
2022,Household Durables & Services,Per Cent,1.9
2023,Household Durables & Services,Per Cent,1.9
2024,Household Durables & Services,Per Cent,0.7
2025,Household Durables & Services,Per Cent,-0.4
2006,Furniture & Furnishings,Per Cent,-1.5
2007,Furniture & Furnishings,Per Cent,-0.4
2008,Furniture & Furnishings,Per Cent,3
2009,Furniture & Furnishings,Per Cent,1
2010,Furniture & Furnishings,Per Cent,-0.1
2011,Furniture & Furnishings,Per Cent,-0.2
2012,Furniture & Furnishings,Per Cent,0.8
2013,Furniture & Furnishings,Per Cent,1.2
2014,Furniture & Furnishings,Per Cent,1.5
2015,Furniture & Furnishings,Per Cent,1
2016,Furniture & Furnishings,Per Cent,1.2
2017,Furniture & Furnishings,Per Cent,-0.6
2018,Furniture & Furnishings,Per Cent,0
2019,Furniture & Furnishings,Per Cent,0.5
2020,Furniture & Furnishings,Per Cent,0.3
2021,Furniture & Furnishings,Per Cent,2.1
2022,Furniture & Furnishings,Per Cent,3.7
2023,Furniture & Furnishings,Per Cent,2.1
2024,Furniture & Furnishings,Per Cent,1
2025,Furniture & Furnishings,Per Cent,-0.7
2006,Household Textiles,Per Cent,0.5
2007,Household Textiles,Per Cent,-3.7
2008,Household Textiles,Per Cent,-0.6
2009,Household Textiles,Per Cent,-1
2010,Household Textiles,Per Cent,1.2
2011,Household Textiles,Per Cent,-0.5
2012,Household Textiles,Per Cent,-0.5
2013,Household Textiles,Per Cent,1.8
2014,Household Textiles,Per Cent,0.5
2015,Household Textiles,Per Cent,2
2016,Household Textiles,Per Cent,-1.4
2017,Household Textiles,Per Cent,-1.5
2018,Household Textiles,Per Cent,-1.5
2019,Household Textiles,Per Cent,-1.6
2020,Household Textiles,Per Cent,-0.5
2021,Household Textiles,Per Cent,-1.1
2022,Household Textiles,Per Cent,0.2
2023,Household Textiles,Per Cent,1.6
2024,Household Textiles,Per Cent,-0.1
2025,Household Textiles,Per Cent,-5.3
2006,Household Appliances,Per Cent,1.3
2007,Household Appliances,Per Cent,-0.2
2008,Household Appliances,Per Cent,1.5
2009,Household Appliances,Per Cent,-1.1
2010,Household Appliances,Per Cent,-0.3
2011,Household Appliances,Per Cent,0
2012,Household Appliances,Per Cent,-1.1
2013,Household Appliances,Per Cent,-0.7
2014,Household Appliances,Per Cent,0.5
2015,Household Appliances,Per Cent,-0.1
2016,Household Appliances,Per Cent,0.1
2017,Household Appliances,Per Cent,-1.9
2018,Household Appliances,Per Cent,-1
2019,Household Appliances,Per Cent,-1.4
2020,Household Appliances,Per Cent,-0.7
2021,Household Appliances,Per Cent,2.2
2022,Household Appliances,Per Cent,2.7
2023,Household Appliances,Per Cent,0.5
2024,Household Appliances,Per Cent,-0.3
2025,Household Appliances,Per Cent,-0.8
2025,Major Household Appliances,Per Cent,-1.3
2025,Small Household Appliances,Per Cent,-1
2025,Repair & Installation Of Household Appliances,Per Cent,1.3
2006,"Glassware, Tableware & Household Utensils",Per Cent,-0.8
2007,"Glassware, Tableware & Household Utensils",Per Cent,1.8
2008,"Glassware, Tableware & Household Utensils",Per Cent,11.4
2009,"Glassware, Tableware & Household Utensils",Per Cent,0
2010,"Glassware, Tableware & Household Utensils",Per Cent,-0.4
2011,"Glassware, Tableware & Household Utensils",Per Cent,2.2
2012,"Glassware, Tableware & Household Utensils",Per Cent,2.9
2013,"Glassware, Tableware & Household Utensils",Per Cent,-0.7
2014,"Glassware, Tableware & Household Utensils",Per Cent,0.5
2015,"Glassware, Tableware & Household Utensils",Per Cent,-0.6
2016,"Glassware, Tableware & Household Utensils",Per Cent,-0.5
2017,"Glassware, Tableware & Household Utensils",Per Cent,-0.2
2018,"Glassware, Tableware & Household Utensils",Per Cent,0.4
2019,"Glassware, Tableware & Household Utensils",Per Cent,-0.5
2020,"Glassware, Tableware & Household Utensils",Per Cent,1.5
2021,"Glassware, Tableware & Household Utensils",Per Cent,-1.4
2022,"Glassware, Tableware & Household Utensils",Per Cent,2.1
2023,"Glassware, Tableware & Household Utensils",Per Cent,1.6
2024,"Glassware, Tableware & Household Utensils",Per Cent,-0.4
2025,"Glassware, Tableware & Household Utensils",Per Cent,-1
2006,Tools & Equipment For House & Garden,Per Cent,-0.7
2007,Tools & Equipment For House & Garden,Per Cent,1.2
2008,Tools & Equipment For House & Garden,Per Cent,-3.9
2009,Tools & Equipment For House & Garden,Per Cent,0.9
2010,Tools & Equipment For House & Garden,Per Cent,0.5
2011,Tools & Equipment For House & Garden,Per Cent,1.1
2012,Tools & Equipment For House & Garden,Per Cent,1.2
2013,Tools & Equipment For House & Garden,Per Cent,-0.1
2014,Tools & Equipment For House & Garden,Per Cent,-2.2
2015,Tools & Equipment For House & Garden,Per Cent,-1.9
2016,Tools & Equipment For House & Garden,Per Cent,-0.4
2017,Tools & Equipment For House & Garden,Per Cent,0.9
2018,Tools & Equipment For House & Garden,Per Cent,1.9
2019,Tools & Equipment For House & Garden,Per Cent,1.6
2020,Tools & Equipment For House & Garden,Per Cent,2
2021,Tools & Equipment For House & Garden,Per Cent,0.5
2022,Tools & Equipment For House & Garden,Per Cent,5
2023,Tools & Equipment For House & Garden,Per Cent,7.3
2024,Tools & Equipment For House & Garden,Per Cent,1.2
2025,Tools & Equipment For House & Garden,Per Cent,-0.9
2006,Household Services & Supplies,Per Cent,-0.8
2007,Household Services & Supplies,Per Cent,1
2008,Household Services & Supplies,Per Cent,2
2009,Household Services & Supplies,Per Cent,1.8
2010,Household Services & Supplies,Per Cent,1.5
2011,Household Services & Supplies,Per Cent,9.4
2012,Household Services & Supplies,Per Cent,3.4
2013,Household Services & Supplies,Per Cent,6.8
2014,Household Services & Supplies,Per Cent,2.2
2015,Household Services & Supplies,Per Cent,-1.3
2016,Household Services & Supplies,Per Cent,2.9
2017,Household Services & Supplies,Per Cent,2.4
2018,Household Services & Supplies,Per Cent,1.4
2019,Household Services & Supplies,Per Cent,1.5
2020,Household Services & Supplies,Per Cent,0.5
2021,Household Services & Supplies,Per Cent,1.5
2022,Household Services & Supplies,Per Cent,1.2
2023,Household Services & Supplies,Per Cent,2.1
2024,Household Services & Supplies,Per Cent,1
2025,Household Services & Supplies,Per Cent,0.2
2016,Non-Durable Household Goods,Per Cent,-0.5
2017,Non-Durable Household Goods,Per Cent,-0.6
2018,Non-Durable Household Goods,Per Cent,0.1
2019,Non-Durable Household Goods,Per Cent,-0.5
2020,Non-Durable Household Goods,Per Cent,1.2
2021,Non-Durable Household Goods,Per Cent,-0.8
2022,Non-Durable Household Goods,Per Cent,2.8
2023,Non-Durable Household Goods,Per Cent,5.3
2024,Non-Durable Household Goods,Per Cent,1.3
2025,Non-Durable Household Goods,Per Cent,0.4
2016,Domestic Services & Household Services,Per Cent,3.5
2017,Domestic Services & Household Services,Per Cent,2.9
2018,Domestic Services & Household Services,Per Cent,1.6
2019,Domestic Services & Household Services,Per Cent,1.8
2020,Domestic Services & Household Services,Per Cent,0.4
2021,Domestic Services & Household Services,Per Cent,1.8
2022,Domestic Services & Household Services,Per Cent,1
2023,Domestic Services & Household Services,Per Cent,1.6
2024,Domestic Services & Household Services,Per Cent,0.8
2025,Domestic Services & Household Services,Per Cent,0.2
2025,Other Insurance Nec,Per Cent,3.4
1962,Health,Per Cent,0
1963,Health,Per Cent,0
1964,Health,Per Cent,0
1965,Health,Per Cent,0
1966,Health,Per Cent,0
1967,Health,Per Cent,0
1968,Health,Per Cent,1.5
1969,Health,Per Cent,8.3
1970,Health,Per Cent,0
1971,Health,Per Cent,-0.2
1972,Health,Per Cent,-1.2
1973,Health,Per Cent,2.8
1974,Health,Per Cent,17.4
1975,Health,Per Cent,6.5
1976,Health,Per Cent,2.7
1977,Health,Per Cent,1.6
1978,Health,Per Cent,4.2
1979,Health,Per Cent,3.6
1980,Health,Per Cent,7.2
1981,Health,Per Cent,6.2
1982,Health,Per Cent,5.4
1983,Health,Per Cent,8.4
1984,Health,Per Cent,12.3
1985,Health,Per Cent,1.4
1986,Health,Per Cent,-0.3
1987,Health,Per Cent,1.4
1988,Health,Per Cent,2.1
1989,Health,Per Cent,2.8
1990,Health,Per Cent,5.3
1991,Health,Per Cent,8.6
1992,Health,Per Cent,2.5
1993,Health,Per Cent,3.5
1994,Health,Per Cent,3
1995,Health,Per Cent,1.5
1996,Health,Per Cent,2
1997,Health,Per Cent,3.4
1998,Health,Per Cent,3.8
1999,Health,Per Cent,0.3
2000,Health,Per Cent,1.1
2001,Health,Per Cent,2.9
2002,Health,Per Cent,2.9
2003,Health,Per Cent,1.9
2004,Health,Per Cent,5.8
2005,Health,Per Cent,0.5
2006,Health,Per Cent,0.9
2007,Health,Per Cent,4
2008,Health,Per Cent,5.5
2009,Health,Per Cent,1.8
2010,Health,Per Cent,1.8
2011,Health,Per Cent,2.4
2012,Health,Per Cent,4.5
2013,Health,Per Cent,3.9
2014,Health,Per Cent,2.9
2015,Health,Per Cent,-0.2
2016,Health,Per Cent,1
2017,Health,Per Cent,2.5
2018,Health,Per Cent,2.1
2019,Health,Per Cent,1.2
2020,Health,Per Cent,-1.5
2021,Health,Per Cent,1.1
2022,Health,Per Cent,2.2
2023,Health,Per Cent,4.5
2024,Health,Per Cent,3.9
2025,Health,Per Cent,2.7
2006,Medicines & Health Products,Per Cent,1.9
2007,Medicines & Health Products,Per Cent,4.1
2008,Medicines & Health Products,Per Cent,5.7
2009,Medicines & Health Products,Per Cent,0.1
2010,Medicines & Health Products,Per Cent,1.4
2011,Medicines & Health Products,Per Cent,2.7
2012,Medicines & Health Products,Per Cent,2.9
2013,Medicines & Health Products,Per Cent,2.5
2014,Medicines & Health Products,Per Cent,1
2015,Medicines & Health Products,Per Cent,0.5
2016,Medicines & Health Products,Per Cent,-0.4
2017,Medicines & Health Products,Per Cent,-0.2
2018,Medicines & Health Products,Per Cent,0
2019,Medicines & Health Products,Per Cent,-0.8
2020,Medicines & Health Products,Per Cent,-1.4
2021,Medicines & Health Products,Per Cent,0
2022,Medicines & Health Products,Per Cent,1.3
2023,Medicines & Health Products,Per Cent,1.4
2024,Medicines & Health Products,Per Cent,1.6
2025,Medicines & Health Products,Per Cent,-0.9
2016,Medicines & Health Supplements,Per Cent,-0.2
2017,Medicines & Health Supplements,Per Cent,-0.2
2018,Medicines & Health Supplements,Per Cent,0.2
2019,Medicines & Health Supplements,Per Cent,-1.1
2020,Medicines & Health Supplements,Per Cent,-1.8
2021,Medicines & Health Supplements,Per Cent,0.4
2022,Medicines & Health Supplements,Per Cent,1.5
2023,Medicines & Health Supplements,Per Cent,1.8
2024,Medicines & Health Supplements,Per Cent,1.9
2025,Medicines & Health Supplements,Per Cent,-0.9
2025,Medical Products,Per Cent,-3.5
2025,Assistive Products,Per Cent,-0.5
2006,Outpatient Care Services,Per Cent,0.7
2007,Outpatient Care Services,Per Cent,4.1
2008,Outpatient Care Services,Per Cent,5.6
2009,Outpatient Care Services,Per Cent,2.8
2010,Outpatient Care Services,Per Cent,2.7
2011,Outpatient Care Services,Per Cent,2.2
2012,Outpatient Care Services,Per Cent,5.1
2013,Outpatient Care Services,Per Cent,3.4
2014,Outpatient Care Services,Per Cent,2
2015,Outpatient Care Services,Per Cent,-4.4
2016,Outpatient Care Services,Per Cent,2.7
2017,Outpatient Care Services,Per Cent,2.4
2018,Outpatient Care Services,Per Cent,1.6
2019,Outpatient Care Services,Per Cent,1.4
2020,Outpatient Care Services,Per Cent,-4
2021,Outpatient Care Services,Per Cent,0.3
2022,Outpatient Care Services,Per Cent,2.9
2023,Outpatient Care Services,Per Cent,5.8
2024,Outpatient Care Services,Per Cent,4
2025,Outpatient Care Services,Per Cent,-0.3
2016,Fees At Polyclinics,Per Cent,1.9
2017,Fees At Polyclinics,Per Cent,2
2018,Fees At Polyclinics,Per Cent,0.6
2019,Fees At Polyclinics,Per Cent,-0.2
2020,Fees At Polyclinics,Per Cent,-10.9
2021,Fees At Polyclinics,Per Cent,-0.5
2022,Fees At Polyclinics,Per Cent,6.6
2023,Fees At Polyclinics,Per Cent,13.9
2024,Fees At Polyclinics,Per Cent,8.1
2025,Fees At Polyclinics,Per Cent,3.5
2016,Fees At General Practitioners (GP) Clinics,Per Cent,2.1
2017,Fees At General Practitioners (GP) Clinics,Per Cent,2.3
2018,Fees At General Practitioners (GP) Clinics,Per Cent,2
2019,Fees At General Practitioners (GP) Clinics,Per Cent,0.9
2020,Fees At General Practitioners (GP) Clinics,Per Cent,-22.4
2021,Fees At General Practitioners (GP) Clinics,Per Cent,-5.5
2022,Fees At General Practitioners (GP) Clinics,Per Cent,13
2023,Fees At General Practitioners (GP) Clinics,Per Cent,19.2
2024,Fees At General Practitioners (GP) Clinics,Per Cent,4.2
2025,Fees At General Practitioners (GP) Clinics,Per Cent,0.8
2016,Fees At Specialist Outpatient Clinics,Per Cent,2.9
2017,Fees At Specialist Outpatient Clinics,Per Cent,2.2
2018,Fees At Specialist Outpatient Clinics,Per Cent,2
2019,Fees At Specialist Outpatient Clinics,Per Cent,2.3
2020,Fees At Specialist Outpatient Clinics,Per Cent,-0.2
2021,Fees At Specialist Outpatient Clinics,Per Cent,0.5
2022,Fees At Specialist Outpatient Clinics,Per Cent,0.8
2023,Fees At Specialist Outpatient Clinics,Per Cent,2.8
2024,Fees At Specialist Outpatient Clinics,Per Cent,3.4
2025,Fees At Specialist Outpatient Clinics,Per Cent,-1.3
2016,Outpatient Dental Services,Per Cent,1.5
2017,Outpatient Dental Services,Per Cent,1.4
2018,Outpatient Dental Services,Per Cent,1.5
2019,Outpatient Dental Services,Per Cent,0
2020,Outpatient Dental Services,Per Cent,-4.8
2021,Outpatient Dental Services,Per Cent,2.3
2022,Outpatient Dental Services,Per Cent,3.6
2023,Outpatient Dental Services,Per Cent,6.5
2024,Outpatient Dental Services,Per Cent,3.9
2025,Outpatient Dental Services,Per Cent,1.6
2016,Outpatient Care Services Nec,Per Cent,5.3
2017,Outpatient Care Services Nec,Per Cent,4.5
2018,Outpatient Care Services Nec,Per Cent,0.2
2019,Outpatient Care Services Nec,Per Cent,1.4
2020,Outpatient Care Services Nec,Per Cent,0.8
2021,Outpatient Care Services Nec,Per Cent,0.6
2022,Outpatient Care Services Nec,Per Cent,3.2
2023,Outpatient Care Services Nec,Per Cent,4.9
2024,Outpatient Care Services Nec,Per Cent,4.9
2025,Outpatient Care Services Nec,Per Cent,-0.8
2006,Inpatient Care Services,Per Cent,0.7
2007,Inpatient Care Services,Per Cent,5.5
2008,Inpatient Care Services,Per Cent,6.8
2009,Inpatient Care Services,Per Cent,1.9
2010,Inpatient Care Services,Per Cent,2
2011,Inpatient Care Services,Per Cent,3
2012,Inpatient Care Services,Per Cent,6.9
2013,Inpatient Care Services,Per Cent,4.6
2014,Inpatient Care Services,Per Cent,5.4
2015,Inpatient Care Services,Per Cent,3.1
2016,Inpatient Care Services,Per Cent,0.1
2017,Inpatient Care Services,Per Cent,4.5
2018,Inpatient Care Services,Per Cent,3.9
2019,Inpatient Care Services,Per Cent,2.2
2020,Inpatient Care Services,Per Cent,1.5
2021,Inpatient Care Services,Per Cent,1.5
2022,Inpatient Care Services,Per Cent,1.9
2023,Inpatient Care Services,Per Cent,4.5
2024,Inpatient Care Services,Per Cent,4.8
2025,Inpatient Care Services,Per Cent,-0.1
2006,Other Health Services,Per Cent,1.3
2007,Other Health Services,Per Cent,3.3
2008,Other Health Services,Per Cent,6.7
2009,Other Health Services,Per Cent,2.2
2010,Other Health Services,Per Cent,0.9
2011,Other Health Services,Per Cent,4
2012,Other Health Services,Per Cent,5.6
2013,Other Health Services,Per Cent,2
2014,Other Health Services,Per Cent,3.3
2015,Other Health Services,Per Cent,1
2016,Other Health Services,Per Cent,5.6
2017,Other Health Services,Per Cent,2.5
2018,Other Health Services,Per Cent,2.1
2019,Other Health Services,Per Cent,2.7
2020,Other Health Services,Per Cent,1.3
2021,Other Health Services,Per Cent,1.1
2022,Other Health Services,Per Cent,2
2023,Other Health Services,Per Cent,7.2
2024,Other Health Services,Per Cent,3.3
2025,Other Health Services,Per Cent,2.1
2025,Diagnostic Imaging Services & Medical Laboratory Services,Per Cent,2
2025,Patient Emergency Transportation Services & Emergency Rescue,Per Cent,2.3
2006,Health Insurance,Per Cent,0
2007,Health Insurance,Per Cent,-0.4
2008,Health Insurance,Per Cent,0.3
2009,Health Insurance,Per Cent,1.5
2010,Health Insurance,Per Cent,0.4
2011,Health Insurance,Per Cent,0.6
2012,Health Insurance,Per Cent,0
2013,Health Insurance,Per Cent,6.8
2014,Health Insurance,Per Cent,2.5
2015,Health Insurance,Per Cent,0
2016,Health Insurance,Per Cent,0.5
2017,Health Insurance,Per Cent,1.6
2018,Health Insurance,Per Cent,0.4
2019,Health Insurance,Per Cent,0.1
2020,Health Insurance,Per Cent,0
2021,Health Insurance,Per Cent,4.9
2022,Health Insurance,Per Cent,1.9
2023,Health Insurance,Per Cent,3.6
2024,Health Insurance,Per Cent,5.1
2025,Health Insurance,Per Cent,12.7
1962,Transport,Per Cent,-0.1
1963,Transport,Per Cent,0.1
1964,Transport,Per Cent,0.5
1965,Transport,Per Cent,0.7
1966,Transport,Per Cent,0
1967,Transport,Per Cent,0.1
1968,Transport,Per Cent,0
1969,Transport,Per Cent,0.2
1970,Transport,Per Cent,-0.1
1971,Transport,Per Cent,0
1972,Transport,Per Cent,0
1973,Transport,Per Cent,0.4
1974,Transport,Per Cent,40.2
1975,Transport,Per Cent,4.2
1976,Transport,Per Cent,4.3
1977,Transport,Per Cent,0.6
1978,Transport,Per Cent,5.3
1979,Transport,Per Cent,9.9
1980,Transport,Per Cent,14.2
1981,Transport,Per Cent,11.2
1982,Transport,Per Cent,2.7
1983,Transport,Per Cent,1.2
1984,Transport,Per Cent,4.3
1985,Transport,Per Cent,5.4
1986,Transport,Per Cent,-3.7
1987,Transport,Per Cent,1.2
1988,Transport,Per Cent,1
1989,Transport,Per Cent,5.2
1990,Transport,Per Cent,8.4
1991,Transport,Per Cent,7.6
1992,Transport,Per Cent,3.2
1993,Transport,Per Cent,3
1994,Transport,Per Cent,7.6
1995,Transport,Per Cent,1.1
1996,Transport,Per Cent,0.5
1997,Transport,Per Cent,4.6
1998,Transport,Per Cent,-5.1
1999,Transport,Per Cent,-0.3
2000,Transport,Per Cent,3.5
2001,Transport,Per Cent,-1.1
2002,Transport,Per Cent,-1.1
2003,Transport,Per Cent,-0.2
2004,Transport,Per Cent,1.5
2005,Transport,Per Cent,-2.5
2006,Transport,Per Cent,-1.6
2007,Transport,Per Cent,2.6
2008,Transport,Per Cent,4.1
2009,Transport,Per Cent,-3.1
2010,Transport,Per Cent,10.3
2011,Transport,Per Cent,11.9
2012,Transport,Per Cent,7.1
2013,Transport,Per Cent,2.3
2014,Transport,Per Cent,-1.2
2015,Transport,Per Cent,-1.4
2016,Transport,Per Cent,-2.4
2017,Transport,Per Cent,2.6
2018,Transport,Per Cent,-0.5
2019,Transport,Per Cent,0.8
2020,Transport,Per Cent,-0.7
2021,Transport,Per Cent,8.8
2022,Transport,Per Cent,16.4
2023,Transport,Per Cent,6.3
2024,Transport,Per Cent,0.9
2025,Transport,Per Cent,2.5
2006,Private Transport,Per Cent,-3.6
2007,Private Transport,Per Cent,2
2008,Private Transport,Per Cent,3.4
2009,Private Transport,Per Cent,-3.5
2010,Private Transport,Per Cent,13.6
2011,Private Transport,Per Cent,14.9
2012,Private Transport,Per Cent,7.7
2013,Private Transport,Per Cent,2.7
2014,Private Transport,Per Cent,-2
2015,Private Transport,Per Cent,-2.2
2016,Private Transport,Per Cent,-3
2017,Private Transport,Per Cent,4.2
2018,Private Transport,Per Cent,-0.6
2019,Private Transport,Per Cent,0.3
2020,Private Transport,Per Cent,-1.4
2021,Private Transport,Per Cent,11.4
2022,Private Transport,Per Cent,19.2
2023,Private Transport,Per Cent,8.1
2024,Private Transport,Per Cent,0
2025,Private Transport,Per Cent,2.5
2016,Motor Cars,Per Cent,-5
2017,Motor Cars,Per Cent,0
2018,Motor Cars,Per Cent,-5
2019,Motor Cars,Per Cent,0.9
2020,Motor Cars,Per Cent,1
2021,Motor Cars,Per Cent,14.4
2022,Motor Cars,Per Cent,24.4
2023,Motor Cars,Per Cent,11.6
2024,Motor Cars,Per Cent,-1
2025,Motor Cars,Per Cent,4.5
2016,Motorcycles,Per Cent,3.4
2017,Motorcycles,Per Cent,-0.1
2018,Motorcycles,Per Cent,-1.1
2019,Motorcycles,Per Cent,-18.3
2020,Motorcycles,Per Cent,19.9
2021,Motorcycles,Per Cent,19.5
2022,Motorcycles,Per Cent,13.7
2023,Motorcycles,Per Cent,0.2
2024,Motorcycles,Per Cent,-7
2025,Motorcycles,Per Cent,-0.9
2025,Bicycles,Per Cent,0.4
2025,Parts & Accessories For Personal Transport Equipment,Per Cent,2.1
2016,Petrol,Per Cent,-3.9
2017,Petrol,Per Cent,9.1
2018,Petrol,Per Cent,6.7
2019,Petrol,Per Cent,0.1
2020,Petrol,Per Cent,-7.3
2021,Petrol,Per Cent,17.7
2022,Petrol,Per Cent,18.9
2023,Petrol,Per Cent,-3.8
2024,Petrol,Per Cent,2.9
2025,Petrol,Per Cent,-1.4
2016,Other Fuel & Lubricants For Personal Transport Equipment,Per Cent,-5.1
2017,Other Fuel & Lubricants For Personal Transport Equipment,Per Cent,11.9
2018,Other Fuel & Lubricants For Personal Transport Equipment,Per Cent,7.9
2019,Other Fuel & Lubricants For Personal Transport Equipment,Per Cent,3.9
2020,Other Fuel & Lubricants For Personal Transport Equipment,Per Cent,-5.5
2021,Other Fuel & Lubricants For Personal Transport Equipment,Per Cent,12.4
2022,Other Fuel & Lubricants For Personal Transport Equipment,Per Cent,32.8
2023,Other Fuel & Lubricants For Personal Transport Equipment,Per Cent,-5.8
2024,Other Fuel & Lubricants For Personal Transport Equipment,Per Cent,2.5
2025,Other Fuel & Lubricants For Personal Transport Equipment,Per Cent,-0.3
2025,Maintenance & Repair Of Personal Transport Equipment,Per Cent,4.8
2025,Other Services In Respect Of Personal Transport Equipment,Per Cent,0.7
2025,Insurance Connected With Transport,Per Cent,4.1
2006,Land Transport Services,Per Cent,3.3
2007,Land Transport Services,Per Cent,3.8
2008,Land Transport Services,Per Cent,5.6
2009,Land Transport Services,Per Cent,-1.3
2010,Land Transport Services,Per Cent,-0.3
2011,Land Transport Services,Per Cent,1
2012,Land Transport Services,Per Cent,4.8
2013,Land Transport Services,Per Cent,0.4
2014,Land Transport Services,Per Cent,2
2015,Land Transport Services,Per Cent,2.1
2016,Land Transport Services,Per Cent,-0.1
2017,Land Transport Services,Per Cent,-2.2
2018,Land Transport Services,Per Cent,-1
2019,Land Transport Services,Per Cent,2.5
2020,Land Transport Services,Per Cent,3.1
2021,Land Transport Services,Per Cent,1.8
2022,Land Transport Services,Per Cent,7.1
2023,Land Transport Services,Per Cent,3.3
2024,Land Transport Services,Per Cent,6.8
